"Timestamp","uid","time","name","target","info","state","version"
"2022/11/08 7:20:11 PM CST","OS_X-Chrome-08846840561133962","1667956811373","mousedown","input#event-name.title.col-md-12","{""which"":1,""pageX"":780,""pageY"":77}","","A"
"2022/11/08 7:20:12 PM CST","OS_X-Chrome-08846840561133962","1667956811852","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:12 PM CST","OS_X-Chrome-08846840561133962","1667956812355","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:12 PM CST","OS_X-Chrome-08846840561133962","1667956812516","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:12 PM CST","OS_X-Chrome-08846840561133962","1667956812685","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:13 PM CST","OS_X-Chrome-08846840561133962","1667956813166","keydown","input#event-name.title.col-md-12","{""which"":72}","","A"
"2022/11/08 7:20:13 PM CST","OS_X-Chrome-08846840561133962","1667956813493","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:13 PM CST","OS_X-Chrome-08846840561133962","1667956813681","keydown","input#event-name.title.col-md-12","{""which"":71}","","A"
"2022/11/08 7:20:14 PM CST","OS_X-Chrome-08846840561133962","1667956813806","keydown","input#event-name.title.col-md-12","{""which"":73}","","A"
"2022/11/08 7:20:14 PM CST","OS_X-Chrome-08846840561133962","1667956814088","keydown","input#event-name.title.col-md-12","{""which"":72}","","A"
"2022/11/08 7:20:14 PM CST","OS_X-Chrome-08846840561133962","1667956813907","keydown","input#event-name.title.col-md-12","{""which"":84}","","A"
"2022/11/08 7:20:14 PM CST","OS_X-Chrome-08846840561133962","1667956814612","keydown","input#event-name.title.col-md-12","{""which"":66}","","A"
"2022/11/08 7:20:14 PM CST","OS_X-Chrome-08846840561133962","1667956814324","keydown","input#event-name.title.col-md-12","{""which"":85}","","A"
"2022/11/08 7:20:17 PM CST","OS_X-Chrome-08846840561133962","1667956816843","mousedown","button#create-event-button.btn.btn-secondary","{""which"":1,""pageX"":838,""pageY"":281}","","A"
"2022/11/08 7:20:18 PM CST","OS_X-Chrome-08846840561133962","1667956817762","mousedown","input#event-name.title.col-md-12","{""which"":1,""pageX"":751,""pageY"":71}","","A"
"2022/11/08 7:20:18 PM CST","OS_X-Chrome-08846840561133962","1667956818195","keydown","input#event-name.title.col-md-12","{""which"":8}","","A"
"2022/11/08 7:20:19 PM CST","OS_X-Chrome-08846840561133962","1667956818909","keydown","input#event-name.title.col-md-12","{""which"":76}","","A"
